"t","m","id","id2","cve","valor","DesGeo"
2012,3,"i13","i","4",0,"E"
2012,4,"i13","i","4",0,"E"
2013,1,"i13","i","4",0,"E"
2013,2,"i13","i","4",0,"E"
2013,3,"i13","i","4",0,"E"
2013,4,"i13","i","4",0,"E"
2014,1,"i13","i","4",0,"E"
2014,2,"i13","i","4",0,"E"
2014,3,"i13","i","4",0,"E"
2014,4,"i13","i","4",0,"E"
2015,1,"i13","i","4",0,"E"
2015,2,"i13","i","4",0,"E"
2015,3,"i13","i","4",0,"E"
2015,4,"i13","i","4",0,"E"
2016,1,"i13","i","4",0,"E"
2016,2,"i13","i","4",40000,"E"
2016,3,"i13","i","4",0,"E"
2016,4,"i13","i","4",0,"E"
2012,2,"i13","i","5",0,"E"
2012,3,"i13","i","5",0,"E"
2012,4,"i13","i","5",0,"E"
2013,1,"i13","i","5",0,"E"
2013,2,"i13","i","5",0,"E"
2013,3,"i13","i","5",0,"E"
2013,4,"i13","i","5",0,"E"
2014,1,"i13","i","5",0,"E"
2014,2,"i13","i","5",0,"E"
2014,3,"i13","i","5",0,"E"
2014,4,"i13","i","5",0,"E"
2015,1,"i13","i","5",50000,"E"
2015,2,"i13","i","5",0,"E"
2015,3,"i13","i","5",0,"E"
2015,4,"i13","i","5",0,"E"
2016,1,"i13","i","5",0,"E"
2016,2,"i13","i","5",250000,"E"
2016,3,"i13","i","5",113000,"E"
2016,4,"i13","i","5",0,"E"
2012,2,"i13","i","6",0,"E"
2012,3,"i13","i","6",0,"E"
2012,4,"i13","i","6",0,"E"
2013,1,"i13","i","6",0,"E"
2013,2,"i13","i","6",0,"E"
2013,3,"i13","i","6",0,"E"
2013,4,"i13","i","6",0,"E"
2014,1,"i13","i","6",0,"E"
2014,2,"i13","i","6",0,"E"
2014,3,"i13","i","6",0,"E"
2014,4,"i13","i","6",0,"E"
2015,1,"i13","i","6",0,"E"
2015,2,"i13","i","6",30000,"E"
2015,3,"i13","i","6",0,"E"
2015,4,"i13","i","6",0,"E"
2016,1,"i13","i","6",0,"E"
2016,2,"i13","i","6",0,"E"
2016,3,"i13","i","6",0,"E"
2016,4,"i13","i","6",0,"E"
2012,2,"i13","i","7",0,"E"
2012,3,"i13","i","7",0,"E"
2012,4,"i13","i","7",0,"E"
2013,1,"i13","i","7",0,"E"
2013,2,"i13","i","7",0,"E"
2013,3,"i13","i","7",0,"E"
2013,4,"i13","i","7",0,"E"
2014,1,"i13","i","7",0,"E"
2014,2,"i13","i","7",0,"E"
2014,3,"i13","i","7",0,"E"
2014,4,"i13","i","7",0,"E"
2015,1,"i13","i","7",0,"E"
2015,2,"i13","i","7",50000,"E"
2015,3,"i13","i","7",0,"E"
2015,4,"i13","i","7",30000,"E"
2016,1,"i13","i","7",0,"E"
2016,2,"i13","i","7",120000,"E"
2016,3,"i13","i","7",0,"E"
2016,4,"i13","i","7",0,"E"
2012,2,"i13","i","8",0,"E"
2012,3,"i13","i","8",0,"E"
2012,4,"i13","i","8",0,"E"
2013,1,"i13","i","8",0,"E"
2013,2,"i13","i","8",0,"E"
2013,3,"i13","i","8",0,"E"
2013,4,"i13","i","8",0,"E"
2014,1,"i13","i","8",0,"E"
2014,2,"i13","i","8",0,"E"
2014,3,"i13","i","8",0,"E"
2014,4,"i13","i","8",0,"E"
2015,1,"i13","i","8",0,"E"
2015,2,"i13","i","8",0,"E"
2015,3,"i13","i","8",0,"E"
2015,4,"i13","i","8",0,"E"
2016,1,"i13","i","8",25000,"E"
2016,2,"i13","i","8",0,"E"
2016,3,"i13","i","8",0,"E"
2016,4,"i13","i","8",0,"E"
2012,2,"i13","i","9",0,"E"
2012,3,"i13","i","9",0,"E"
2012,4,"i13","i","9",0,"E"
2013,1,"i13","i","9",0,"E"
2013,2,"i13","i","9",115750,"E"
2013,3,"i13","i","9",50000,"E"
2013,4,"i13","i","9",170000,"E"
2014,1,"i13","i","9",0,"E"
2014,2,"i13","i","9",130000,"E"
2014,3,"i13","i","9",30000,"E"
2014,4,"i13","i","9",0,"E"
2015,1,"i13","i","9",29000,"E"
2015,2,"i13","i","9",170000,"E"
2015,3,"i13","i","9",575000,"E"
2015,4,"i13","i","9",1195000,"E"
2016,1,"i13","i","9",2057000,"E"
2016,2,"i13","i","9",910000,"E"
2016,3,"i13","i","9",165000,"E"
2016,4,"i13","i","9",0,"E"
2012,2,"i13","j","0",0,"N"
2012,3,"i13","j","0",0,"N"
2012,4,"i13","j","0",70000,"N"
2013,1,"i13","j","0",146000,"N"
2013,2,"i13","j","0",50000,"N"
2013,3,"i13","j","0",0,"N"
2013,4,"i13","j","0",16000,"N"
2014,1,"i13","j","0",0,"N"
2014,2,"i13","j","0",0,"N"
2014,3,"i13","j","0",36000,"N"
2014,4,"i13","j","0",145000,"N"
2015,1,"i13","j","0",20000,"N"
2015,2,"i13","j","0",228000,"N"
2015,3,"i13","j","0",580000,"N"
2015,4,"i13","j","0",893000,"N"
2016,1,"i13","j","0",625000,"N"
2016,2,"i13","j","0",260000,"N"
2016,3,"i13","j","0",0,"N"
2016,4,"i13","j","0",0,"N"
2012,2,"i13","j","11",0,"E"
2012,3,"i13","j","11",0,"E"
2012,4,"i13","j","11",0,"E"
2013,1,"i13","j","11",0,"E"
2013,2,"i13","j","11",0,"E"
2013,3,"i13","j","11",0,"E"
2013,4,"i13","j","11",0,"E"
2014,1,"i13","j","11",0,"E"
2014,2,"i13","j","11",0,"E"
2014,3,"i13","j","11",0,"E"
2014,4,"i13","j","11",0,"E"
2015,1,"i13","j","11",0,"E"
2015,2,"i13","j","11",0,"E"
2015,3,"i13","j","11",0,"E"
2015,4,"i13","j","11",1e+05,"E"
2016,1,"i13","j","11",125000,"E"
2016,2,"i13","j","11",0,"E"
2016,3,"i13","j","11",0,"E"
2016,4,"i13","j","11",0,"E"
2012,2,"i13","j","14",0,"E"
2012,3,"i13","j","14",0,"E"
2012,4,"i13","j","14",0,"E"
2013,1,"i13","j","14",0,"E"
2013,2,"i13","j","14",0,"E"
2013,3,"i13","j","14",0,"E"
2013,4,"i13","j","14",0,"E"
2014,1,"i13","j","14",0,"E"
2014,2,"i13","j","14",0,"E"
2014,3,"i13","j","14",20000,"E"
2014,4,"i13","j","14",0,"E"
2015,1,"i13","j","14",0,"E"
2015,2,"i13","j","14",10000,"E"
2015,3,"i13","j","14",40000,"E"
2015,4,"i13","j","14",150000,"E"
2016,1,"i13","j","14",0,"E"
2016,2,"i13","j","14",0,"E"
2016,3,"i13","j","14",0,"E"
2016,4,"i13","j","14",0,"E"
2012,2,"i13","j","15",0,"E"
2012,3,"i13","j","15",0,"E"
2012,4,"i13","j","15",0,"E"
2013,1,"i13","j","15",0,"E"
2013,2,"i13","j","15",0,"E"
2013,3,"i13","j","15",0,"E"
2013,4,"i13","j","15",0,"E"
2014,1,"i13","j","15",0,"E"
2014,2,"i13","j","15",0,"E"
2014,3,"i13","j","15",16000,"E"
2014,4,"i13","j","15",0,"E"
2015,1,"i13","j","15",0,"E"
2015,2,"i13","j","15",20000,"E"
2015,3,"i13","j","15",0,"E"
2015,4,"i13","j","15",243000,"E"
2016,1,"i13","j","15",1e+05,"E"
2016,2,"i13","j","15",205000,"E"
2016,3,"i13","j","15",0,"E"
2016,4,"i13","j","15",0,"E"
2012,2,"i13","j","19",0,"E"
2012,3,"i13","j","19",0,"E"
2012,4,"i13","j","19",0,"E"
2013,1,"i13","j","19",26000,"E"
2013,2,"i13","j","19",0,"E"
2013,3,"i13","j","19",0,"E"
2013,4,"i13","j","19",0,"E"
2014,1,"i13","j","19",0,"E"
2014,2,"i13","j","19",0,"E"
2014,3,"i13","j","19",0,"E"
2014,4,"i13","j","19",0,"E"
2015,1,"i13","j","19",0,"E"
2015,2,"i13","j","19",0,"E"
2015,3,"i13","j","19",0,"E"
2015,4,"i13","j","19",0,"E"
2016,1,"i13","j","19",0,"E"
2016,2,"i13","j","19",0,"E"
2016,3,"i13","j","19",0,"E"
2016,4,"i13","j","19",0,"E"
2012,2,"i13","j","22",0,"E"
2012,3,"i13","j","22",0,"E"
2012,4,"i13","j","22",0,"E"
2013,1,"i13","j","22",0,"E"
2013,2,"i13","j","22",0,"E"
2013,3,"i13","j","22",0,"E"
2013,4,"i13","j","22",0,"E"
2014,1,"i13","j","22",0,"E"
2014,2,"i13","j","22",0,"E"
2014,3,"i13","j","22",0,"E"
2014,4,"i13","j","22",0,"E"
2015,1,"i13","j","22",0,"E"
2015,2,"i13","j","22",0,"E"
2015,3,"i13","j","22",0,"E"
2015,4,"i13","j","22",0,"E"
2016,1,"i13","j","22",0,"E"
2016,2,"i13","j","22",55000,"E"
2016,3,"i13","j","22",0,"E"
2016,4,"i13","j","22",0,"E"
2012,2,"i13","j","23",0,"E"
2012,3,"i13","j","23",0,"E"
2012,4,"i13","j","23",0,"E"
2013,1,"i13","j","23",0,"E"
2013,2,"i13","j","23",0,"E"
2013,3,"i13","j","23",0,"E"
2013,4,"i13","j","23",0,"E"
2014,1,"i13","j","23",0,"E"
2014,2,"i13","j","23",0,"E"
2014,3,"i13","j","23",0,"E"
2014,4,"i13","j","23",0,"E"
2015,1,"i13","j","23",0,"E"
2015,2,"i13","j","23",0,"E"
2015,3,"i13","j","23",0,"E"
2015,4,"i13","j","23",130000,"E"
2016,1,"i13","j","23",0,"E"
2016,2,"i13","j","23",0,"E"
2016,3,"i13","j","23",0,"E"
2016,4,"i13","j","23",0,"E"
2012,2,"i13","j","25",0,"E"
2012,3,"i13","j","25",0,"E"
2012,4,"i13","j","25",0,"E"
2013,1,"i13","j","25",0,"E"
2013,2,"i13","j","25",0,"E"
2013,3,"i13","j","25",0,"E"
2013,4,"i13","j","25",0,"E"
2014,1,"i13","j","25",0,"E"
2014,2,"i13","j","25",0,"E"
2014,3,"i13","j","25",0,"E"
2014,4,"i13","j","25",0,"E"
2015,1,"i13","j","25",20000,"E"
2015,2,"i13","j","25",0,"E"
2015,3,"i13","j","25",0,"E"
2015,4,"i13","j","25",0,"E"
2016,1,"i13","j","25",0,"E"
2016,2,"i13","j","25",0,"E"
2016,3,"i13","j","25",0,"E"
2016,4,"i13","j","25",0,"E"
2012,2,"i13","j","27",0,"E"
2012,3,"i13","j","27",0,"E"
2012,4,"i13","j","27",0,"E"
2013,1,"i13","j","27",0,"E"
2013,2,"i13","j","27",0,"E"
2013,3,"i13","j","27",0,"E"
2013,4,"i13","j","27",0,"E"
2014,1,"i13","j","27",0,"E"
2014,2,"i13","j","27",0,"E"
2014,3,"i13","j","27",0,"E"
2014,4,"i13","j","27",0,"E"
2015,1,"i13","j","27",0,"E"
2015,2,"i13","j","27",40000,"E"
2015,3,"i13","j","27",0,"E"
2015,4,"i13","j","27",0,"E"
2016,1,"i13","j","27",0,"E"
2016,2,"i13","j","27",0,"E"
2016,3,"i13","j","27",0,"E"
2016,4,"i13","j","27",0,"E"
2012,2,"i13","j","30",0,"E"
2012,3,"i13","j","30",0,"E"
2012,4,"i13","j","30",0,"E"
2013,1,"i13","j","30",0,"E"
2013,2,"i13","j","30",50000,"E"
2013,3,"i13","j","30",0,"E"
2013,4,"i13","j","30",0,"E"
2014,1,"i13","j","30",0,"E"
2014,2,"i13","j","30",0,"E"
2014,3,"i13","j","30",0,"E"
2014,4,"i13","j","30",0,"E"
2015,1,"i13","j","30",0,"E"
2015,2,"i13","j","30",0,"E"
2015,3,"i13","j","30",30000,"E"
2015,4,"i13","j","30",0,"E"
2016,1,"i13","j","30",150000,"E"
2016,2,"i13","j","30",0,"E"
2016,3,"i13","j","30",0,"E"
2016,4,"i13","j","30",0,"E"
2012,2,"i13","j","32",0,"E"
2012,3,"i13","j","32",0,"E"
2012,4,"i13","j","32",0,"E"
2013,1,"i13","j","32",0,"E"
2013,2,"i13","j","32",0,"E"
2013,3,"i13","j","32",0,"E"
2013,4,"i13","j","32",0,"E"
2014,1,"i13","j","32",0,"E"
2014,2,"i13","j","32",0,"E"
2014,3,"i13","j","32",0,"E"
2014,4,"i13","j","32",0,"E"
2015,1,"i13","j","32",0,"E"
2015,2,"i13","j","32",1e+05,"E"
2015,3,"i13","j","32",0,"E"
2015,4,"i13","j","32",0,"E"
2016,1,"i13","j","32",0,"E"
2016,2,"i13","j","32",0,"E"
2016,3,"i13","j","32",0,"E"
2016,4,"i13","j","32",0,"E"
2012,2,"i13","j","7",0,"E"
2012,3,"i13","j","7",0,"E"
2012,4,"i13","j","7",0,"E"
2013,1,"i13","j","7",0,"E"
2013,2,"i13","j","7",0,"E"
2013,3,"i13","j","7",0,"E"
2013,4,"i13","j","7",0,"E"
2014,1,"i13","j","7",0,"E"
2014,2,"i13","j","7",0,"E"
2014,3,"i13","j","7",0,"E"
2014,4,"i13","j","7",0,"E"
2015,1,"i13","j","7",0,"E"
2015,2,"i13","j","7",0,"E"
2015,3,"i13","j","7",0,"E"
2015,4,"i13","j","7",20000,"E"
2016,1,"i13","j","7",0,"E"
2016,2,"i13","j","7",0,"E"
2016,3,"i13","j","7",0,"E"
2016,4,"i13","j","7",0,"E"
2012,2,"i13","j","8",0,"E"
2012,3,"i13","j","8",0,"E"
2012,4,"i13","j","8",0,"E"
2013,1,"i13","j","8",0,"E"
2013,2,"i13","j","8",0,"E"
2013,3,"i13","j","8",0,"E"
2013,4,"i13","j","8",16000,"E"
2014,1,"i13","j","8",0,"E"
2014,2,"i13","j","8",0,"E"
2014,3,"i13","j","8",0,"E"
2014,4,"i13","j","8",0,"E"
2015,1,"i13","j","8",0,"E"
2015,2,"i13","j","8",35000,"E"
2015,3,"i13","j","8",0,"E"
2015,4,"i13","j","8",0,"E"
2016,1,"i13","j","8",0,"E"
2016,2,"i13","j","8",0,"E"
2016,3,"i13","j","8",0,"E"
2016,4,"i13","j","8",0,"E"
2012,2,"i13","j","9",0,"E"
2012,3,"i13","j","9",0,"E"
2012,4,"i13","j","9",0,"E"
2013,1,"i13","j","9",120000,"E"
2013,2,"i13","j","9",0,"E"
2013,3,"i13","j","9",0,"E"
2013,4,"i13","j","9",0,"E"
2014,1,"i13","j","9",0,"E"
2014,2,"i13","j","9",0,"E"
2014,3,"i13","j","9",0,"E"
2014,4,"i13","j","9",145000,"E"
2015,1,"i13","j","9",0,"E"
2015,2,"i13","j","9",23000,"E"
2015,3,"i13","j","9",510000,"E"
2015,4,"i13","j","9",250000,"E"
2016,1,"i13","j","9",250000,"E"
2016,2,"i13","j","9",0,"E"
2016,3,"i13","j","9",0,"E"
2016,4,"i13","j","9",0,"E"
2012,2,"i13","k","0",50000,"N"
2012,3,"i13","k","0",252750,"N"
2012,4,"i13","k","0",782000,"N"
2013,1,"i13","k","0",857500,"N"
2013,2,"i13","k","0",1037500,"N"
2013,3,"i13","k","0",1224250,"N"
2013,4,"i13","k","0",4292750,"N"
2014,1,"i13","k","0",5469750,"N"
2014,2,"i13","k","0",4659250,"N"
2014,3,"i13","k","0",4304000,"N"
2014,4,"i13","k","0",7687000,"N"
2015,1,"i13","k","0",7596000,"N"
2015,2,"i13","k","0",8412000,"N"
2015,3,"i13","k","0",4178000,"N"
2015,4,"i13","k","0",10272000,"N"
2016,1,"i13","k","0",9420000,"N"
2016,2,"i13","k","0",10678000,"N"
2016,3,"i13","k","0",1192000,"N"
2016,4,"i13","k","0",0,"N"
2012,2,"i13","l","0",0,"N"
2012,3,"i13","l","0",0,"N"
2012,4,"i13","l","0",0,"N"
2013,1,"i13","l","0",0,"N"
2013,2,"i13","l","0",30000,"N"
2013,3,"i13","l","0",0,"N"
2013,4,"i13","l","0",0,"N"
2014,1,"i13","l","0",0,"N"
2014,2,"i13","l","0",0,"N"
2014,3,"i13","l","0",0,"N"
2014,4,"i13","l","0",0,"N"
2015,1,"i13","l","0",0,"N"
2015,2,"i13","l","0",295000,"N"
2015,3,"i13","l","0",60000,"N"
2015,4,"i13","l","0",270000,"N"
2016,1,"i13","l","0",636000,"N"
2016,2,"i13","l","0",70000,"N"
2016,3,"i13","l","0",0,"N"
2016,4,"i13","l","0",0,"N"
2012,2,"i13","l","11",0,"E"
2012,3,"i13","l","11",0,"E"
2012,4,"i13","l","11",0,"E"
2013,1,"i13","l","11",0,"E"
2013,2,"i13","l","11",0,"E"
2013,3,"i13","l","11",0,"E"
2013,4,"i13","l","11",0,"E"
2014,1,"i13","l","11",0,"E"
2014,2,"i13","l","11",0,"E"
2014,3,"i13","l","11",0,"E"
2014,4,"i13","l","11",0,"E"
2015,1,"i13","l","11",0,"E"
2015,2,"i13","l","11",0,"E"
2015,3,"i13","l","11",0,"E"
2015,4,"i13","l","11",1e+05,"E"
2016,1,"i13","l","11",0,"E"
2016,2,"i13","l","11",0,"E"
2016,3,"i13","l","11",0,"E"
2016,4,"i13","l","11",0,"E"
2012,2,"i13","l","15",0,"E"
2012,3,"i13","l","15",0,"E"
2012,4,"i13","l","15",0,"E"
2013,1,"i13","l","15",0,"E"
2013,2,"i13","l","15",0,"E"
2013,3,"i13","l","15",0,"E"
2013,4,"i13","l","15",0,"E"
2014,1,"i13","l","15",0,"E"
2014,2,"i13","l","15",0,"E"
2014,3,"i13","l","15",0,"E"
2014,4,"i13","l","15",0,"E"
2015,1,"i13","l","15",0,"E"
2015,2,"i13","l","15",0,"E"
2015,3,"i13","l","15",0,"E"
2015,4,"i13","l","15",45000,"E"
2016,1,"i13","l","15",140000,"E"
2016,2,"i13","l","15",0,"E"
2016,3,"i13","l","15",0,"E"
2016,4,"i13","l","15",0,"E"
2012,2,"i13","l","2",0,"E"
2012,3,"i13","l","2",0,"E"
2012,4,"i13","l","2",0,"E"
2013,1,"i13","l","2",0,"E"
2013,2,"i13","l","2",30000,"E"
2013,3,"i13","l","2",0,"E"
2013,4,"i13","l","2",0,"E"
2014,1,"i13","l","2",0,"E"
2014,2,"i13","l","2",0,"E"
2014,3,"i13","l","2",0,"E"
2014,4,"i13","l","2",0,"E"
2015,1,"i13","l","2",0,"E"
2015,2,"i13","l","2",0,"E"
2015,3,"i13","l","2",0,"E"
2015,4,"i13","l","2",75000,"E"
2016,1,"i13","l","2",0,"E"
2016,2,"i13","l","2",0,"E"
2016,3,"i13","l","2",0,"E"
2016,4,"i13","l","2",0,"E"
2012,2,"i13","l","21",0,"E"
2012,3,"i13","l","21",0,"E"
2012,4,"i13","l","21",0,"E"
2013,1,"i13","l","21",0,"E"
2013,2,"i13","l","21",0,"E"
2013,3,"i13","l","21",0,"E"
2013,4,"i13","l","21",0,"E"
2014,1,"i13","l","21",0,"E"
2014,2,"i13","l","21",0,"E"
2014,3,"i13","l","21",0,"E"
2014,4,"i13","l","21",0,"E"
2015,1,"i13","l","21",0,"E"
2015,2,"i13","l","21",0,"E"
2015,3,"i13","l","21",10000,"E"
2015,4,"i13","l","21",0,"E"
2016,1,"i13","l","21",86000,"E"
2016,2,"i13","l","21",0,"E"
2016,3,"i13","l","21",0,"E"
2016,4,"i13","l","21",0,"E"
2012,2,"i13","l","23",0,"E"
2012,3,"i13","l","23",0,"E"
2012,4,"i13","l","23",0,"E"
2013,1,"i13","l","23",0,"E"
2013,2,"i13","l","23",0,"E"
2013,3,"i13","l","23",0,"E"
2013,4,"i13","l","23",0,"E"
2014,1,"i13","l","23",0,"E"
2014,2,"i13","l","23",0,"E"
2014,3,"i13","l","23",0,"E"
2014,4,"i13","l","23",0,"E"
2015,1,"i13","l","23",0,"E"
2015,2,"i13","l","23",0,"E"
2015,3,"i13","l","23",0,"E"
2015,4,"i13","l","23",80000,"E"
2016,1,"i13","l","23",0,"E"
2016,2,"i13","l","23",0,"E"
2016,3,"i13","l","23",0,"E"
2016,4,"i13","l","23",0,"E"
2012,2,"i13","l","24",0,"E"
2012,3,"i13","l","24",0,"E"
2012,4,"i13","l","24",0,"E"
2013,1,"i13","l","24",0,"E"
2013,2,"i13","l","24",0,"E"
2013,3,"i13","l","24",0,"E"
2013,4,"i13","l","24",0,"E"
2014,1,"i13","l","24",0,"E"
2014,2,"i13","l","24",0,"E"
2014,3,"i13","l","24",0,"E"
2014,4,"i13","l","24",0,"E"
2015,1,"i13","l","24",0,"E"
2015,2,"i13","l","24",120000,"E"
2015,3,"i13","l","24",0,"E"
2015,4,"i13","l","24",0,"E"
2016,1,"i13","l","24",0,"E"
2016,2,"i13","l","24",0,"E"
2016,3,"i13","l","24",0,"E"
2016,4,"i13","l","24",0,"E"
2012,2,"i13","l","25",0,"E"
2012,3,"i13","l","25",0,"E"
2012,4,"i13","l","25",0,"E"
2013,1,"i13","l","25",0,"E"
2013,2,"i13","l","25",0,"E"
2013,3,"i13","l","25",0,"E"
2013,4,"i13","l","25",0,"E"
2014,1,"i13","l","25",0,"E"
2014,2,"i13","l","25",0,"E"
2014,3,"i13","l","25",0,"E"
2014,4,"i13","l","25",0,"E"
2015,1,"i13","l","25",0,"E"
2015,2,"i13","l","25",0,"E"
2015,3,"i13","l","25",0,"E"
2015,4,"i13","l","25",0,"E"
2016,1,"i13","l","25",50000,"E"
2016,2,"i13","l","25",0,"E"
2016,3,"i13","l","25",0,"E"
2016,4,"i13","l","25",0,"E"
2012,2,"i13","l","27",0,"E"
2012,3,"i13","l","27",0,"E"
2012,4,"i13","l","27",0,"E"
2013,1,"i13","l","27",0,"E"
2013,2,"i13","l","27",0,"E"
2013,3,"i13","l","27",0,"E"
2013,4,"i13","l","27",0,"E"
2014,1,"i13","l","27",0,"E"
2014,2,"i13","l","27",0,"E"
2014,3,"i13","l","27",0,"E"
2014,4,"i13","l","27",0,"E"
2015,1,"i13","l","27",0,"E"
2015,2,"i13","l","27",40000,"E"
2015,3,"i13","l","27",0,"E"
2015,4,"i13","l","27",50000,"E"
2016,1,"i13","l","27",0,"E"
2016,2,"i13","l","27",0,"E"
2016,3,"i13","l","27",0,"E"
2016,4,"i13","l","27",0,"E"
2012,2,"i13","l","30",0,"E"
2012,3,"i13","l","30",0,"E"
2012,4,"i13","l","30",0,"E"
2013,1,"i13","l","30",0,"E"
2013,2,"i13","l","30",0,"E"
2013,3,"i13","l","30",0,"E"
2013,4,"i13","l","30",0,"E"
2014,1,"i13","l","30",0,"E"
2014,2,"i13","l","30",0,"E"
2014,3,"i13","l","30",0,"E"
2014,4,"i13","l","30",0,"E"
2015,1,"i13","l","30",0,"E"
2015,2,"i13","l","30",0,"E"
2015,3,"i13","l","30",0,"E"
2015,4,"i13","l","30",20000,"E"
2016,1,"i13","l","30",0,"E"
2016,2,"i13","l","30",0,"E"
2016,3,"i13","l","30",0,"E"
2016,4,"i13","l","30",0,"E"
2012,2,"i13","l","32",0,"E"
2012,3,"i13","l","32",0,"E"
2012,4,"i13","l","32",0,"E"
2013,1,"i13","l","32",0,"E"
2013,2,"i13","l","32",0,"E"
2013,3,"i13","l","32",0,"E"
2013,4,"i13","l","32",0,"E"
2014,1,"i13","l","32",0,"E"
2014,2,"i13","l","32",0,"E"
2014,3,"i13","l","32",0,"E"
2014,4,"i13","l","32",0,"E"
2015,1,"i13","l","32",0,"E"
2015,2,"i13","l","32",1e+05,"E"
2015,3,"i13","l","32",0,"E"
2015,4,"i13","l","32",0,"E"
2016,1,"i13","l","32",0,"E"
2016,2,"i13","l","32",0,"E"
2016,3,"i13","l","32",0,"E"
2016,4,"i13","l","32",0,"E"
2012,2,"i13","l","8",0,"E"
2012,3,"i13","l","8",0,"E"
2012,4,"i13","l","8",0,"E"
2013,1,"i13","l","8",0,"E"
2013,2,"i13","l","8",0,"E"
2013,3,"i13","l","8",0,"E"
2013,4,"i13","l","8",0,"E"
2014,1,"i13","l","8",0,"E"
2014,2,"i13","l","8",0,"E"
2014,3,"i13","l","8",0,"E"
2014,4,"i13","l","8",0,"E"
2015,1,"i13","l","8",0,"E"
2015,2,"i13","l","8",35000,"E"
2015,3,"i13","l","8",0,"E"
2015,4,"i13","l","8",0,"E"
2016,1,"i13","l","8",0,"E"
2016,2,"i13","l","8",0,"E"
2016,3,"i13","l","8",0,"E"
2016,4,"i13","l","8",0,"E"
2012,2,"i13","l","9",0,"E"
2012,3,"i13","l","9",0,"E"
2012,4,"i13","l","9",0,"E"
2013,1,"i13","l","9",0,"E"
2013,2,"i13","l","9",0,"E"
2013,3,"i13","l","9",0,"E"
2013,4,"i13","l","9",0,"E"
2014,1,"i13","l","9",0,"E"
2014,2,"i13","l","9",0,"E"
2014,3,"i13","l","9",0,"E"
2014,4,"i13","l","9",0,"E"
2015,1,"i13","l","9",0,"E"
2015,2,"i13","l","9",0,"E"
2015,3,"i13","l","9",50000,"E"
2015,4,"i13","l","9",150000,"E"
2016,1,"i13","l","9",360000,"E"
2016,2,"i13","l","9",70000,"E"
2016,3,"i13","l","9",0,"E"
2016,4,"i13","l","9",0,"E"
2012,2,"i13","m","0",0,"N"
2012,3,"i13","m","0",0,"N"
2012,4,"i13","m","0",70000,"N"
2013,1,"i13","m","0",95000,"N"
2013,2,"i13","m","0",149000,"N"
2013,3,"i13","m","0",0,"N"
2013,4,"i13","m","0",256000,"N"
2014,1,"i13","m","0",120000,"N"
2014,2,"i13","m","0",380000,"N"
2014,3,"i13","m","0",167000,"N"
2014,4,"i13","m","0",10000,"N"
2015,1,"i13","m","0",239000,"N"
2015,2,"i13","m","0",680000,"N"
2015,3,"i13","m","0",960000,"N"
2015,4,"i13","m","0",2180000,"N"
2016,1,"i13","m","0",1456000,"N"
2016,2,"i13","m","0",1840000,"N"
2016,3,"i13","m","0",180000,"N"
2016,4,"i13","m","0",0,"N"
2012,2,"i13","m","10",0,"E"
2012,3,"i13","m","10",0,"E"
2012,4,"i13","m","10",0,"E"
2013,1,"i13","m","10",0,"E"
2013,2,"i13","m","10",0,"E"
2013,3,"i13","m","10",0,"E"
2013,4,"i13","m","10",0,"E"
2014,1,"i13","m","10",0,"E"
2014,2,"i13","m","10",0,"E"
2014,3,"i13","m","10",0,"E"
2014,4,"i13","m","10",0,"E"
2015,1,"i13","m","10",210000,"E"
2015,2,"i13","m","10",0,"E"
2015,3,"i13","m","10",0,"E"
2015,4,"i13","m","10",0,"E"
2016,1,"i13","m","10",0,"E"
2016,2,"i13","m","10",0,"E"
2016,3,"i13","m","10",0,"E"
2016,4,"i13","m","10",0,"E"
2012,2,"i13","m","12",0,"E"
2012,3,"i13","m","12",0,"E"
2012,4,"i13","m","12",0,"E"
2013,1,"i13","m","12",0,"E"
2013,2,"i13","m","12",0,"E"
2013,3,"i13","m","12",0,"E"
2013,4,"i13","m","12",0,"E"
2014,1,"i13","m","12",0,"E"
2014,2,"i13","m","12",0,"E"
2014,3,"i13","m","12",0,"E"
2014,4,"i13","m","12",0,"E"
2015,1,"i13","m","12",0,"E"
2015,2,"i13","m","12",0,"E"
2015,3,"i13","m","12",0,"E"
2015,4,"i13","m","12",0,"E"
2016,1,"i13","m","12",0,"E"
2016,2,"i13","m","12",1e+05,"E"
2016,3,"i13","m","12",0,"E"
2016,4,"i13","m","12",0,"E"
2012,2,"i13","m","14",0,"E"
2012,3,"i13","m","14",0,"E"
2012,4,"i13","m","14",0,"E"
2013,1,"i13","m","14",35000,"E"
2013,2,"i13","m","14",0,"E"
2013,3,"i13","m","14",0,"E"
2013,4,"i13","m","14",70000,"E"
2014,1,"i13","m","14",0,"E"
2014,2,"i13","m","14",0,"E"
2014,3,"i13","m","14",0,"E"
2014,4,"i13","m","14",0,"E"
2015,1,"i13","m","14",0,"E"
2015,2,"i13","m","14",10000,"E"
2015,3,"i13","m","14",0,"E"
2015,4,"i13","m","14",0,"E"
2016,1,"i13","m","14",0,"E"
2016,2,"i13","m","14",0,"E"
2016,3,"i13","m","14",0,"E"
2016,4,"i13","m","14",0,"E"
2012,2,"i13","m","15",0,"E"
2012,3,"i13","m","15",0,"E"
2012,4,"i13","m","15",0,"E"
2013,1,"i13","m","15",60000,"E"
2013,2,"i13","m","15",37000,"E"
2013,3,"i13","m","15",0,"E"
